name_x,ogrn,short_name,full_name,address_x,website,reg_date,liq_date,status_x,inn,region,okato,oktmo_code,okved,okved_code,okopf,okopf_code,domain_name,registrar,creation_date,expiration_date
"НАУКА-ФОРУМ, АНО",1037710003253.0,"АНО ""НАУКА-ФОРУМ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАУКА-ФОРУМ""","125009, г. Москва, ул. Тверская, д. 11",science-forum.ru,2003-01-15,2016-09-21,Недействующая,7710450600.0,Москва,"Москва, Центральный, Тверской",45382000000.0,Научные исследования и разработки в области естественных и технических наук прочие,72.19,Автономные некоммерческие организации,71400.0,SCIENCE-FORUM.RU,RU-CENTER-RU,2004-11-10 21:00:00,2022-11-10 21:00:00
НАУЧНО-ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АОЭН,1027739665843.0,НАУЧНО-ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АОЭН,НАУЧНО-ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АКАДЕМИЯ ОБЩЕСТВЕННО-ЭКОНОМИЧЕСКИХ НАУК И ПРЕДПРИНИМАТЕЛЬСКОЙ ДЕЯТЕЛЬНОСТИ,"117049, г. Москва, проспект Ленинский, д. 4 стр. 1А",автосервис.рф,2000-09-07,2020-03-12,Недействующая,7706219069.0,Москва,"Москва, Центральный, Якиманка",45384000000.0,Образование высшее,85.22,Частные учреждения,75500.0,XN--80AEALQ7APGED.XN--P1AI,REGRU-RF,2010-09-13 11:20:25,2022-09-13 12:20:25
"НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ЦНТ, АНО",1027700520320.0,"АНО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЦНТ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЦЕНТР НОВАЦИОННЫХ ТЕХНОЛОГИЙ""","103001, г. Москва, ул. Садовая-Кудринская, д. 28/30 кв. 57",archeologia.ru,2001-05-07,2016-09-21,Недействующая,7703269745.0,Москва,"Москва, Центральный, Пресненский",45380000000.0,Деятельность по предоставлению услуг телефонной связи,61.10.1,Автономные некоммерческие организации,71400.0,ARCHEOLOGIA.RU,ACTIVE-RU,2022-01-20 19:01:45,2023-01-20 19:01:45
"НАУЧНЫЙ КЛИНИЧЕСКИЙ ЦЕНТР ОАО РЖД, НУЗ",1047796573340.0,"НУЗ ""НАУЧНЫЙ КЛИНИЧЕСКИЙ ЦЕНТР ОАО ""РЖД""","НЕГОСУДАРСТВЕННОЕ (ЧАСТНОЕ) УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НАУЧНЫЙ КЛИНИЧЕСКИЙ ЦЕНТР ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""","125315, г. Москва, ул. Часовая, д. 20",nccrzd.ru,2004-08-04,2014-08-01,Недействующая,7708532460.0,Москва,"Москва, Северный, Аэропорт",45333000000.0,Деятельность в области здравоохранения,86,Частные учреждения,75500.0,NCCRZD.RU,RU-CENTER-RU,2012-08-06 06:38:55,2023-08-06 07:38:55
"НАЦИОНАЛЬНОЕ ГЕОГРАФИЧЕСКОЕ ОБЩЕСТВО, АНО",1027739532446.0,"АНО ""НАЦИОНАЛЬНОЕ ГЕОГРАФИЧЕСКОЕ ОБЩЕСТВО""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАЦИОНАЛЬНОЕ ГЕОГРАФИЧЕСКОЕ ОБЩЕСТВО""","127030, г. Москва, ул. Новослободская, д. 18 корп. - офис",rusngo.ru,2000-09-19,2021-07-21,Недействующая,7707287008.0,Москва,"Москва, Центральный, Тверской",45382000000.0,Издание книг,58.11,Автономные некоммерческие организации,71400.0,RUSNGO.RU,ACTIVE-RU,2022-04-26 14:05:21,2023-04-26 14:05:21
"НАЦИОНАЛЬНЫЙ ИНСТИТУТ СОВРЕМЕННОГО ДИЗАЙНА, НОУ",1037739846407.0,"НОУ ""НАЦИОНАЛЬНЫЙ ИНСТИТУТ СОВРЕМЕННОГО ДИЗАЙНА""","НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ИНСТИТУТ СОВРЕМЕННОГО ДИЗАЙНА""","115432, г. Москва, проезд Кожуховский 2-Й, д. 12 стр. 1",www.nisd-study.ru,2003-09-02,2019-02-26,Недействующая,7743506512.0,Москва,"Москва, Южный, Даниловский",45914000000.0,Образование дополнительное детей и взрослых,85.41,Частные учреждения,75500.0,NISD-STUDY.RU,RU-CENTER-RU,2009-10-09 20:00:00,2022-10-09 21:00:00
НАЦИОНАЛЬНЫЙ КУЛЬТУРНЫЙ ЦЕНТР УКРАИНЫ В Г. МОСКВЕ,1037739086220.0,НАЦИОНАЛЬНЫЙ КУЛЬТУРНЫЙ ЦЕНТР УКРАИНЫ В Г. МОСКВЕ,"НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ В ФОРМЕ ЧАСТНОГО УЧРЕЖДЕНИЯ ""НАЦИОНАЛЬНЫЙ КУЛЬТУРНЫЙ ЦЕНТР УКРАИНЫ В Г. МОСКВЕ""","119002, г. Москва, ул. Арбат, д. 9 к. 1",www.ukrcenter.org,1993-06-03,,Действующая,7704074851.0,Москва,"Москва, Центральный, Арбат",45374000000.0,Деятельность профессиональных членских организаций,94.12,Частные учреждения,75500.0,"['ukrcenter.org', 'UKRCENTER.ORG']",DYNADOT LLC,2018-04-05 14:30:29,2023-04-05 14:30:29
"НАЦИОНАЛЬНЫЙ УЧЕБНЫЙ ЦЕНТР РИЭЛТОРОВ, АНО",1027700370620.0,"АНО ""НАЦИОНАЛЬНЫЙ УЧЕБНЫЙ ЦЕНТР РИЭЛТОРОВ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАЦИОНАЛЬНЫЙ УЧЕБНЫЙ ЦЕНТР РИЭЛТОРОВ""","105264, г. Москва, ул. 9-Я Парковая, д. 37 к. 2",www.rgr.ru,2001-12-28,2021-08-27,Недействующая,7719234963.0,Москва,"Москва, Восточный, Измайлово",45307000000.0,Образование профессиональное дополнительное,85.42,Автономные некоммерческие организации,71400.0,RGR.RU,RU-CENTER-RU,1999-12-02 16:07:55,2022-12-31 21:00:00
НАЦИОНАЛЬНЫЙ ЦЕНТР ИНФОРМАЦИИ,1217700614911.0,НАЦИОНАЛЬНЫЙ ЦЕНТР ИНФОРМАЦИИ,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ РАЗВИТИЮ ИНФОРМАЦИОННОГО ОБЩЕСТВА И СРЕДСТВ МАССОВОЙ ИНФОРМАЦИИ ""НАЦИОНАЛЬНЫЙ ЦЕНТР ИНФОРМАЦИИ""","119021, г. Москва, вн.тер.г. муниципальный округ Хамовники, б-р Зубовский, д. 4, стр. 1, этаж 4, ком. 415",прессароссии.рф,2021-12-15,,Действующая,9704107596.0,Москва,"Москва, Центральный, Хамовники",45383000000.0,Издание журналов и периодических изданий,58.14,Автономные некоммерческие организации,71400.0,XN--80AJKA2ADHCHADA.XN--P1AI,REGRU-RF,2022-01-25 23:30:01,2023-01-25 23:30:01
"НАЦИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТОВ И МОНИТОРИНГА ОБРАЗОВАНИЯ, НОУ",1067746362694.0,"НОУ ""НАЦИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТОВ И МОНИТОРИНГА ОБРАЗОВАНИЯ""","НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТОВ И МОНИТОРИНГА ОБРАЗОВАНИЯ""","103062, г. Москва, ул. Макаренко, д. 5/16","www.ismo.ioso.ru, www.ismo.ru",2006-03-10,2018-12-24,Недействующая,7701648152.0,Москва,"Москва, Центральный, Басманный",45375000000.0,Подготовка кадров высшей квалификации,85.23,Частные учреждения,75500.0,ISMO.RU,RU-CENTER-RU,2005-01-20 21:00:00,2023-01-20 21:00:00
"НАЦИОНАЛЬНЫЙ ЦЕНТР ЭКОЛОГИЧЕСКОГО МЕНЕДЖМЕНТА И ЧИСТОГО ПРОИЗВОДСТВА ДЛЯ НЕФТЕГАЗОВОЙ ПРОМЫШЛЕННОСТИ (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ), ФОНД",1037700026869.0,"ФОНД ""НАЦИОНАЛЬНЫЙ ЦЕНТР ЭКОЛОГИЧЕСКОГО МЕНЕДЖМЕНТА И ЧИСТОГО ПРОИЗВОДСТВА ДЛЯ НЕФТЕГАЗОВОЙ ПРОМЫШЛЕННОСТИ"" (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ)","ФОНД ""НАЦИОНАЛЬНЫЙ ЦЕНТР ЭКОЛОГИЧЕСКОГО МЕНЕДЖМЕНТА И ЧИСТОГО ПРОИЗВОДСТВА ДЛЯ НЕФТЕГАЗОВОЙ ПРОМЫШЛЕННОСТИ"" (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ)","117917, г. Москва, проспект Ленинский, д. 65 ком. кв. 534",www.ncpc.ru,1999-11-03,2021-06-28,Недействующая,7736198754.0,Москва,"Москва, Юго-Западный, Гагаринский",45398000000.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Общественные фонды,70403.0,NCPC.RU,SALENAMES-RU,2008-04-09 20:00:00,2023-04-09 21:00:00
"НБР, АНО",1107799012683.0,"АНО ""НБР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАЦИОНАЛЬНЫЙ БИБЛИОТЕЧНЫЙ РЕСУРС""","121357, г. Москва, проезд Загорского, д. 10",natlib.ru,2010-04-15,2019-04-29,Недействующая,7708237850.0,Москва,"Москва, Западный, Можайский",45321000000.0,Деятельность по созданию и использованию баз данных и информационных ресурсов,63.11.1,Автономные некоммерческие организации,71400.0,NATLIB.RU,DOMAINSHOP-RU,2022-05-25 14:02:03,2023-05-25 14:02:03
"НЕВА РО ДОСААФ РОССИИ Г. МОСКВЫ, ПОУ АВТОМОБИЛЬНАЯ ШКОЛА",1027700439766.0,"ПОУ АВТОМОБИЛЬНАЯ ШКОЛА ""НЕВА"" РО ДОСААФ РОССИИ Г. МОСКВЫ","ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АВТОМОБИЛЬНАЯ ШКОЛА ""НЕВА"" РЕГИОНАЛЬНОГО ОТДЕЛЕНИЯ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ ""ДОБРОВОЛЬНОЕ ОБЩЕСТВО СОДЕЙСТВИЯ АРМИИ, АВИАЦИИ И ФЛОТУ РОССИИ"" Г. МОСКВЫ","125212, г. Москва, ул. Макарова Адмирала, д. 4",dosaaf-sao.ru,1997-07-25,,Действующая,7712097958.0,Москва,"Москва, Северный, Войковский",45336000000.0,Деятельность школ подготовки водителей автотранспортных средств,85.42.1,Частные учреждения,75500.0,DOSAAF-SAO.RU,REGRU-RU,2010-02-19 21:00:00,2023-02-19 21:00:00
"НЕЖНОСТЬ В СЕРДЦАХ, ФОНД",1217700516032.0,"ФОНД ""НЕЖНОСТЬ В СЕРДЦАХ""","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""НЕЖНОСТЬ В СЕРДЦАХ""","111024, г. Москва, вн.тер.г. муниципальный округ Лефортово, ул Авиамоторная, д. 50, стр. 2, помещ. XIV, ком. 56 (Офисный центр ""Авиамоторная 50"")",nezhnostvserdtsah.ru,2021-10-27,,Действующая,9722010149.0,Москва,"Москва, Юго-Восточный, Лефортово",45388000000.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,Благотворительные фонды,70401.0,NEZHNOSTVSERDTSAH.RU,REGRU-RU,2021-11-21 13:06:47,2022-11-21 13:06:47
"НЕЗАВИСИМАЯ ЛИТЕРАТУРНАЯ ПРЕМИЯ ДЕБЮТ, ФОНД",1067799025051.0,"ФОНД ""НЕЗАВИСИМАЯ ЛИТЕРАТУРНАЯ ПРЕМИЯ ""ДЕБЮТ""","ФОНД ""НЕЗАВИСИМАЯ ЛИТЕРАТУРНАЯ ПРЕМИЯ ""ДЕБЮТ""","111558, г. Москва, проспект Зелёный, д. 5/12 стр. 2",litkarta.ru,2002-02-20,2021-02-03,Недействующая,7720285377.0,Москва,"Москва, Восточный, Перово",45312000000.0,"Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,Общественные фонды,70403.0,LITKARTA.RU,RU-CENTER-RU,2007-06-13 20:00:00,2023-06-13 21:00:00
"НЕЗАВИСИМЫЙ АРХИВ, АНО",1027739196473.0,"АНО ""НЕЗАВИСИМЫЙ АРХИВ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НЕЗАВИСИМЫЙ АРХИВ""","121096, г. Москва, ул. Олеко Дундича, д. 25 к. 1",www.nezar.ru,2000-05-19,2016-09-14,Недействующая,7730125735.0,Москва,"Москва, Западный, Филевский парк",45328000000.0,Деятельность библиотек и архивов,91.01,Автономные некоммерческие организации,71400.0,NEZAR.RU,DOMENUS-RU,2022-03-28 12:37:09,2023-03-28 12:37:09
НЕФТЕГАЗ ЭКО ЦЕНТР,1037700184367.0,"""НЕФТЕГАЗ ЭКО ЦЕНТР""","НЕГОСУДАРСТВЕННОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР НЕЗАВИСИМОЙ ЭКОЛОГИЧЕСКОЙ ЭКСПЕРТИЗЫ ОБЪЕКТОВ НЕФТЯНОЙ И ГАЗОВОЙ ПРОМЫШЛЕННОСТИ ""НЕФТЕГАЗ ЭКО ЦЕНТР""","119917, г. Москва, проспект Ленинский, д. 65",ng-ecocenter.ru,1995-08-03,,Действующая,7736133387.0,Москва,"Москва, Юго-Западный, Гагаринский",45398000000.0,Научные исследования и разработки в области естественных и технических наук прочие,72.19,Частные учреждения,75500.0,NG-ECOCENTER.RU,REGRU-RU,2019-10-03 09:44:22,2022-10-03 09:44:22
"НИИ АТЕРОСКЛЕРОЗА РАЕН, АНО",1037739187969.0,"АНО ""НИИ АТЕРОСКЛЕРОЗА РАЕН""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АТЕРОСКЛЕРОЗА РОССИЙСКОЙ АКАДЕМИИ ЕСТЕСТВЕННЫХ НАУК""","121355, г. Москва, ул. Ивана Франко, д. 4 к. 1",www.inat.ru,1999-07-08,2021-11-02,Недействующая,7731186924.0,Москва,"Москва, Западный, Фили-Давыдково",45329000000.0,Научные исследования и разработки в области естественных и технических наук прочие,72.19,Автономные некоммерческие организации,71400.0,INAT.RU,RU-CENTER-RU,2001-02-27 21:00:00,2023-03-01 21:00:00
"НИИ НАЛОГООБЛОЖЕНИЯ РАЭН, НОУ",1027700028927.0,"НОУ ""НИИ НАЛОГООБЛОЖЕНИЯ РАЭН ""","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ УЧРЕЖДЕНИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ НАЛОГООБЛОЖЕНИЯ АКАДЕМИИ ЭКОНОМИЧЕСКИХ НАУК И ПРЕДПРИНИМАТЕЛЬСТВА""","117919, г. Москва, проспект Ленинский, д. 55 /1",raes.ru,2001-02-26,,Действующая,7736211483.0,Москва,"Москва, Юго-Западный, Гагаринский",45398000000.0,Научные исследования и разработки в области естественных и технических наук прочие,72.19,Частные учреждения,75500.0,RAES.RU,RU-CENTER-RU,1999-08-19 13:29:41,2022-08-31 21:00:00
"НИИ ПРОБЛЕМ КОРРУПЦИИ, АНО",1127799000130.0,"АНО ""НИИ ПРОБЛЕМ КОРРУПЦИИ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ПРОБЛЕМ КОРРУПЦИИ""","119180, г. Москва, ул. Полянка Б., д. 7/10 стр. 3 пом. ; ком. 2; 17",korrossia.ru,2012-01-11,2014-11-25,Недействующая,7706470441.0,Москва,"Москва, Центральный, Якиманка",45384000000.0,Научные исследования и разработки в области общественных и гуманитарных наук,72.2,Автономные некоммерческие организации,71400.0,KORROSSIA.RU,REGRU-RU,2010-12-16 08:27:01,2022-12-16 08:27:01
НИИ ЦИТОХИМИИ И МОЛЕКУЛЯРНОЙ ФАРМАКОЛОГИИ,1037739299190.0,"""НИИ ЦИТОХИМИИ И МОЛЕКУЛЯРНОЙ ФАРМАКОЛОГИИ""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ЦИТОХИМИИ И МОЛЕКУЛЯРНОЙ ФАРМАКОЛОГИИ""","115404, г. Москва, ул. 6-Я Радиальная, д. 24 стр. 14",biotici.ru,2000-01-25,,Действующая,7704209629.0,Москва,"Москва, Южный, Бирюлево Восточное",45911000000.0,Научные исследования и разработки в области естественных и технических наук прочие,72.19,Частные учреждения,75500.0,BIOTICI.RU,RU-CENTER-RU,2010-09-02 10:16:45,2022-09-02 11:16:45
"НИИПН, АНО",1097799041625.0,"АНО ""НИИПН""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ПИГМЕНТНЫХ НАРУШЕНИЙ""","143391, г. Москва, Марушкинское пос., пос. Совхоза Крёкшино, ул. Молодежная стр. 10",vitilig.ru,2009-12-11,2018-06-26,Недействующая,7725256612.0,Москва,"Москва, Новомосковский, Марушкинское, п.ст Крекшино",45949000000.0,Научные исследования и разработки в области естественных и технических наук прочие,72.19,Автономные некоммерческие организации,71400.0,VITILIG.RU,RU-CENTER-RU,2007-09-07 20:00:00,2022-09-07 21:00:00
"НИИСНДВ, АНО",1037739242210.0,АНО НИИСНДВ,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ СИНТЕТИЧЕСКИХ И НАТУРАЛЬНЫХ ДУШИСТЫХ ВЕЩЕСТВ""","117393, г. Москва, ул. Профсоюзная, д. 66",www.sndv.ru,1997-03-06,2019-03-26,Недействующая,7728149880.0,Москва,"Москва, Юго-Западный, Обручевский",45905000000.0,"Сертификация продукции, услуг и организаций",71.20.8,Автономные некоммерческие организации,71400.0,SNDV.RU,SALENAMES-RU,2011-10-21 13:52:27,2022-10-21 14:52:27
НИМ,1037739211377.0,НИМ,НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ-УЧРЕЖДЕНИЕ-НАЦИОНАЛЬНЫЙ ИНСТИТУТ МОДЫ,"105005, г. Москва, ул. Почтовая М., д. 2/2",www.fashioninstitute.ru,1997-08-15,2018-12-24,Недействующая,7701172402.0,Москва,"Москва, Центральный, Басманный",45375000000.0,Образование профессиональное среднее,85.21,Частные учреждения,75500.0,FASHIONINSTITUTE.RU,DOMAINSHOP-RU,2022-03-01 14:02:00,2023-03-01 14:02:00
"НИО, СОЮЗ",1027739667196.0,СОЮЗ НИО,МЕЖДУНАРОДНЫЙ СОЮЗ НАУЧНЫХ И ИНЖЕНЕРНЫХ ОБЩЕСТВЕННЫХ ОБЪЕДИНЕНИЙ,"119034, г. Москва, пер. Курсовой, д. 17 к. 1",usea.ru,1992-05-14,,Действующая,7704029922.0,Москва,"Москва, Центральный, Хамовники",45383000000.0,Деятельность профессиональных членских организаций,94.12,Союзы (ассоциации) общественных объединений,20606.0,USEA.RU,SALENAMES-RU,2018-06-20 14:08:42,2023-06-20 14:08:42
"НИСП, АНО",1037739187397.0,"АНО ""НИСП""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НЕЗАВИСИМЫЙ ИНСТИТУТ СОЦИАЛЬНОЙ ПОЛИТИКИ""","107140, г. Москва, ул. Краснопрудная, д. 1 к. 1",socpol.ru,2000-12-05,,Ликвидируется,7708148670.0,Москва,"Москва, Центральный, Красносельский",45378000000.0,Научные исследования и разработки в области естественных и технических наук прочие,72.19,Автономные некоммерческие организации,71400.0,SOCPOL.RU,ACTIVE-RU,2021-08-11 18:38:20,2022-08-11 18:38:20
"НКЦ АВИАЗАПЧАСТЬ, ЧУ",1087799036005.0,"ЧУ ""НКЦ ""АВИАЗАПЧАСТЬ""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ""НАУЧНО-КОНСУЛЬТАЦИОННЫЙ ЦЕНТР ""АВИАЗАПЧАСТЬ""","121351, г. Москва, ул. Ивана Франко, д. 48 к. 3",lightspectr.ru,2008-11-20,,Действующая,7731158349.0,Москва,"Москва, Западный, Кунцево",45320000000.0,Научные исследования и разработки в области естественных и технических наук прочие,72.19,Частные учреждения,75500.0,LIGHTSPECTR.RU,RU-CENTER-RU,2011-04-15 06:38:03,2023-04-15 07:38:03
"НЛВП, НОУ",1037700102440.0,"НОУ ""НЛВП""","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНАЯ ЛАБОРАТОРИЯ ВНЕШНЕЙ ПОЛИТИКИ""","117042, г. Москва, вн.тер.г. муниципальный округ Южное Бутово, проезд Чечёрский, д. 24, пом/ком/оф I/1/2А",foreign-affairs.ru,2002-06-05,,Действующая,7727219133.0,Москва,"Москва, Юго-Западный, Южное Бутово",45909000000.0,Научные исследования и разработки в области общественных и гуманитарных наук,72.20,Частные учреждения,75500.0,FOREIGN-AFFAIRS.RU,RU-CENTER-RU,2002-02-26 21:00:00,2023-02-27 21:00:00
"НМЦ ПРЕПОДАВАТЕЛЕЙ И ИССЛЕДОВАТЕЛЕЙ ЖУРНАЛИСТИКИ, АНО",1057746374300.0,"АНО ""НМЦ ПРЕПОДАВАТЕЛЕЙ И ИССЛЕДОВАТЕЛЕЙ ЖУРНАЛИСТИКИ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НАУЧНО-МЕТОДИЧЕСКИЙ ЦЕНТР ПРЕПОДАВАТЕЛЕЙ И ИССЛЕДОВАТЕЛЕЙ ЖУРНАЛИСТИКИ""","125009, г. Москва, ул. Моховая, д. 9",fmgu.ru,2005-03-04,2016-09-21,Недействующая,7703544328.0,Москва,"Москва, Центральный, Арбат",45374000000.0,Научные исследования и разработки в области общественных и гуманитарных наук,72.20,Автономные некоммерческие организации,71400.0,FMGU.RU,SALENAMES-RU,2017-11-14 14:13:32,2022-11-14 14:13:32
"НОВАЯ ЖИЗНЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1137799021084.0,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""НОВАЯ ЖИЗНЬ""","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ДЕТЯМ С ОНКОГЕМАТОЛОГИЧЕСКИМИ И ИНЫМИ ТЯЖЕЛЫМИ ЗАБОЛЕВАНИЯМИ ""НОВАЯ ЖИЗНЬ""","121351, г. Москва, вн.тер.г. муниципальный округ Кунцево, ул Молодогвардейская, д. 59, стр. 4, помещ. 1, ком. 2",фондноваяжизнь.рф,2013-11-22,,Действующая,7714402526.0,Москва,"Москва, Западный, Кунцево",45320000000.0,Деятельность по уходу с обеспечением проживания прочая,87.90,Благотворительные фонды,70401.0,XN--80ADFKFF4ABFBD1E4FPB.XN--P1AI,REGRU-RF,2021-11-23 13:32:08,2022-11-23 13:32:08
"НОВОЕ ДВИЖЕНИЕ, НОУ ЦЕНТР ПРАКТИЧЕСКОЙ ПСИХОЛОГИИ И МЕНЕДЖМЕНТА",1037721030170.0,"НОУ ЦЕНТР ПРАКТИЧЕСКОЙ ПСИХОЛОГИИ И МЕНЕДЖМЕНТА ""НОВОЕ ДВИЖЕНИЕ""","НЕКОММЕРЧЕСКОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЦЕНТР ПРАКТИЧЕСКОЙ ПСИХОЛОГИИ И МЕНЕДЖМЕНТА ""НОВОЕ ДВИЖЕНИЕ""","109428, г. Москва, проспект Рязанский, д. 8 к. 1",www.cppm.ru,2003-08-25,2018-10-02,Недействующая,7721262132.0,Москва,"Москва, Юго-Восточный, Рязанский",45394000000.0,Подготовка кадров высшей квалификации,85.23,Частные учреждения,75500.0,CPPM.RU,RU-CENTER-RU,2018-03-16 14:13:25,2023-03-16 14:13:25
"НОВЫЕ МЕДИАТЕХНОЛОГИИ, АНО",1217700383812.0,"АНО ""НОВЫЕ МЕДИАТЕХНОЛОГИИ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР РАЗВИТИЯ ИННОВАЦИОННЫХ МЕДИАТЕХНОЛОГИЙ""","105066, г. Москва, вн.тер.г. муниципальный округ Басманный, ул Доброслободская, д. 6, стр. 1, помещ. 1, ком. 5",црим.рф,2021-08-17,,Действующая,9701182764.0,Москва,"Москва, Центральный, Басманный",45375000000.0,"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,Автономные некоммерческие организации,71400.0,XN--H1AIKX.XN--P1AI,REGRU-RF,2022-02-17 04:26:25,2023-02-17 04:26:25
"НОВЫЙ ЮРИДИЧЕСКИЙ КОЛЛЕДЖ, АНО НОО",1037739709853.0,"АНО НОО ""НОВЫЙ ЮРИДИЧЕСКИЙ КОЛЛЕДЖ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""НЕГОСУДАРСТВЕННАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""НОВЫЙ ЮРИДИЧЕСКИЙ КОЛЛЕДЖ""","129224, г. Москва, проезд Студёный, д. 32 кв. 1",www.lawcollege.ru,1998-05-19,2019-03-18,Недействующая,7715189438.0,Москва,"Москва, Северо-Восточный, Северное Медведково",45362000000.0,Образование профессиональное среднее,85.21,Автономные некоммерческие организации,71400.0,LAWCOLLEGE.RU,RU-CENTER-RU,2002-05-31 20:00:00,2023-05-31 21:00:00
